name	N	mu	mu_model	err_mu	zcmb	zhel	dz	mb	dmb	x1	dx1	color	dcolor	3rdvar	d3rdvar	cov_m_s	cov_m_c	cov_s_c	set	ra	dec	biascor
110719	110719	42.3748	41.8574	0.1698	0.4276	0.427009	0.0	23.03515	0.17065	0	0	0	0	0	0	0	0	0	0	0	0	
5D2cb	68	42.1303	41.8623	0.1153	0.42816	0.427000	0.0	22.751	0.1294	0	0	0	0	0	0	0	0	0	0	0	0	
440236	440236	41.8265	41.8635	0.1496	0.4292	0.429990	0.0	22.4792	0.1471	0	0	0	0	0	0	0	0	0	0	0	0	
100101	100101	42.1018	41.8684	0.1536	0.4294	0.428788	0.0	22.75515	0.1527	0	0	0	0	0	0	0	0	0	0	0	0	
80723	31	41.9145	41.8712	0.1271	0.4305	0.431326	0.0	22.5444	0.12545	0	0	0	0	0	0	0	0	0	0	0	0	
4D1rh	144	41.8984	41.8994	0.1124	0.43521	0.436004	0.0	22.5623	0.1145	0	0	0	0	0	0	0	0	0	0	0	0	
6D4co	119	41.7032	41.9028	0.1055	0.43591	0.436997	0.0	22.36675	0.109	0	0	0	0	0	0	0	0	0	0	0	0	
142	5	42.1861	41.9104	0.1406	0.4365	0.435989	0.0	22.84545	0.14185	0	0	0	0	0	0	0	0	0	0	0	0	
50607	28	41.9123	41.9254	0.1262	0.4391	0.438707	0.0	22.56615	0.132	0	0	0	0	0	0	0	0	0	0	0	0	
560027	560027	41.8335	41.9229	0.1971	0.4392	0.440015	0.0	22.46285	0.19185	0	0	0	0	0	0	0	0	0	0	0	0	
40166	18	42.2247	41.9301	0.1734	0.4399	0.439522	0.0	22.85455	0.16925	0	0	0	0	0	0	0	0	0	0	0	0	
510266	510266	41.7956	41.9330	0.1410	0.4404	0.439990	0.0	22.4238	0.13695	0	0	0	0	0	0	0	0	0	0	0	0	
6D3df	230	42.0054	41.9446	0.1086	0.44238	0.442001	0.0	22.67285	0.1137	0	0	0	0	0	0	0	0	0	0	0	0	
6D2gb	109	41.9176	41.9511	0.1271	0.44316	0.441996	0.0	22.57415	0.1349	0	0	0	0	0	0	0	0	0	0	0	0	
40137	17	41.9363	41.9738	0.1496	0.4474	0.447008	0.0	22.59905	0.1524	0	0	0	0	0	0	0	0	0	0	0	0	
3D3aw	125	42.1313	41.9852	0.1416	0.44939	0.449003	0.0	22.78895	0.14135	0	0	0	0	0	0	0	0	0	0	0	0	
50580	195	41.7876	41.9911	0.1288	0.4504	0.449985	0.0	22.4503	0.1316	0	0	0	0	0	0	0	0	0	0	0	0	
520016	520016	42.0093	41.9917	0.1584	0.4507	0.450010	0.0	22.6586	0.15475	0	0	0	0	0	0	0	0	0	0	0	0	
4D2gb	149	41.7008	41.9974	0.1273	0.45117	0.450004	0.0	22.36265	0.1377	0	0	0	0	0	0	0	0	0	0	0	0	
120094	120094	42.0985	41.9976	0.1276	0.4512	0.450035	0.0	22.72345	0.12465	0	0	0	0	0	0	0	0	0	0	0	0	
4D3gt	38	41.7963	41.9966	0.1101	0.45138	0.450997	0.0	22.4159	0.12515	0	0	0	0	0	0	0	0	0	0	0	0	
380199	380199	42.1461	42.0468	0.1495	0.4604	0.460018	0.0	22.8011	0.14725	0	0	0	0	0	0	0	0	0	0	0	0	
510597	510597	42.1057	42.0503	0.1695	0.4607	0.460026	0.0	22.75035	0.16435	0	0	0	0	0	0	0	0	0	0	0	0	
3D3cd	127	41.9758	42.0517	0.1373	0.46109	0.460698	0.0	22.62945	0.13775	0	0	0	0	0	0	0	0	0	0	0	0	
5D3lc	209	42.1006	42.0534	0.1075	0.46138	0.460995	0.0	22.76265	0.11115	0	0	0	0	0	0	0	0	0	0	0	0	
215	8	42.1381	42.0817	0.1175	0.4661	0.464937	0.0	22.7822	0.11645	0	0	0	0	0	0	0	0	0	0	0	0	
3D4au	9	42.5725	42.0804	0.1416	0.46691	0.467996	0.0	23.21635	0.1587	0	0	0	0	0	0	0	0	0	0	0	0	
4D4jr	53	42.0675	42.0915	0.1152	0.46891	0.470000	0.0	22.73255	0.11785	0	0	0	0	0	0	0	0	0	0	0	0	
5D3mx	92	42.1462	42.1035	0.1203	0.47039	0.470001	0.0	22.804	0.1221	0	0	0	0	0	0	0	0	0	0	0	0	
4D3df	155	41.9986	42.1035	0.1147	0.4704	0.470002	0.0	22.65205	0.12925	0	0	0	0	0	0	0	0	0	0	0	0	
4D4ju	173	42.4707	42.1025	0.1250	0.47091	0.472004	0.0	23.1005	0.141	0	0	0	0	0	0	0	0	0	0	0	0	
370367	370367	42.0412	42.1100	0.1512	0.4712	0.470043	0.0	22.70965	0.15	0	0	0	0	0	0	0	0	0	0	0	0	
5D2bv	186	42.0453	42.1317	0.1093	0.47516	0.473995	0.0	22.6952	0.109	0	0	0	0	0	0	0	0	0	0	0	0	
370329	370329	42.3072	42.1439	0.1722	0.4774	0.476228	0.0	22.9261	0.1649	0	0	0	0	0	0	0	0	0	0	0	0	
310146	310146	41.9773	42.1518	0.1514	0.4796	0.479992	0.0	22.6131	0.1463	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ac	184	42.0824	42.1589	0.1102	0.48016	0.479001	0.0	22.74835	0.1138	0	0	0	0	0	0	0	0	0	0	0	0	
5D3dd	80	42.1102	42.1581	0.1098	0.48038	0.479997	0.0	22.7752	0.1151	0	0	0	0	0	0	0	0	0	0	0	0	
560054	560054	42.0238	42.1571	0.1734	0.4804	0.481622	0.0	22.68865	0.17225	0	0	0	0	0	0	0	0	0	0	0	0	
120044	120044	42.3895	42.1645	0.1604	0.4812	0.480045	0.0	23.0166	0.15415	0	0	0	0	0	0	0	0	0	0	0	0	
5D1ix	62	42.2003	42.2023	0.1112	0.4892	0.490006	0.0	22.8653	0.1136	0	0	0	0	0	0	0	0	0	0	0	0	
3D1ax	2	42.2277	42.2340	0.1173	0.4952	0.496005	0.0	22.8802	0.11765	0	0	0	0	0	0	0	0	0	0	0	0	
5D4af	93	42.2608	42.2474	0.1263	0.49791	0.498998	0.0	22.9275	0.13225	0	0	0	0	0	0	0	0	0	0	0	0	
6D2bk	105	42.3881	42.2650	0.1274	0.50016	0.499001	0.0	23.0505	0.13595	0	0	0	0	0	0	0	0	0	0	0	0	
350374	350374	42.3150	42.2659	0.2004	0.5006	0.499999	0.0	22.9717	0.1963	0	0	0	0	0	0	0	0	0	0	0	0	
30006	184	42.1708	42.2755	0.2186	0.5025	0.501995	0.0	22.81425	0.2082	0	0	0	0	0	0	0	0	0	0	0	0	
510457	510457	42.2344	42.2755	0.2044	0.5027	0.502034	0.0	22.89585	0.20855	0	0	0	0	0	0	0	0	0	0	0	0	
3D1au	1	42.2688	42.2772	0.1184	0.50349	0.504299	0.0	22.93445	0.12605	0	0	0	0	0	0	0	0	0	0	0	0	
310091	310091	42.3495	42.2983	0.1440	0.5078	0.509023	0.0	22.9937	0.1404	0	0	0	0	0	0	0	0	0	0	0	0	
5D4av	94	42.3406	42.2993	0.1108	0.50791	0.508995	0.0	22.9705	0.1253	0	0	0	0	0	0	0	0	0	0	0	0	
90201	32	42.1358	42.3035	0.1450	0.5088	0.510020	0.0	22.7793	0.14135	0	0	0	0	0	0	0	0	0	0	0	0	
180313	180313	42.1911	42.3129	0.1190	0.51	0.509959	0.0	22.84675	0.1182	0	0	0	0	0	0	0	0	0	0	0	0	
110484	110484	42.1556	42.3174	0.1676	0.5106	0.510024	0.0	22.8206	0.17305	0	0	0	0	0	0	0	0	0	0	0	0	
5D2dy	71	42.4666	42.3218	0.1179	0.51116	0.509997	0.0	23.11305	0.1165	0	0	0	0	0	0	0	0	0	0	0	0	
4D2mj	153	42.5624	42.3371	0.1204	0.51416	0.512999	0.0	23.18845	0.1355	0	0	0	0	0	0	0	0	0	0	0	0	
4D1pg	142	42.4840	42.3322	0.1184	0.5142	0.514997	0.0	23.12745	0.1329	0	0	0	0	0	0	0	0	0	0	0	0	
4D4in	172	42.3257	42.3349	0.1147	0.51491	0.516002	0.0	22.98745	0.11725	0	0	0	0	0	0	0	0	0	0	0	0	
5D3ci	198	42.4100	42.3413	0.1614	0.51539	0.515003	0.0	23.02365	0.1762	0	0	0	0	0	0	0	0	0	0	0	0	
310260	310260	42.3054	42.3574	0.1546	0.5192	0.520003	0.0	22.9578	0.1518	0	0	0	0	0	0	0	0	0	0	0	0	
6D3el	232	42.4076	42.3615	0.1112	0.5194	0.518999	0.0	23.03865	0.109	0	0	0	0	0	0	0	0	0	0	0	0	
450175	450175	42.3414	42.3605	0.2004	0.5196	0.519982	0.0	22.97595	0.19605	0	0	0	0	0	0	0	0	0	0	0	0	
4D2gc	30	42.4972	42.3774	0.1317	0.52216	0.520995	0.0	23.15915	0.14165	0	0	0	0	0	0	0	0	0	0	0	0	
50005	20	42.1825	42.4059	0.1445	0.5283	0.527901	0.0	22.8422	0.14315	0	0	0	0	0	0	0	0	0	0	0	0	
6D2ca	225	42.4013	42.4270	0.1056	0.53216	0.531000	0.0	23.059	0.11385	0	0	0	0	0	0	0	0	0	0	0	0	
6D2cc	106	42.2842	42.4319	0.1491	0.53316	0.532000	0.0	22.9345	0.1665	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ek	221	42.2680	42.4346	0.1158	0.53491	0.536000	0.0	22.9223	0.1289	0	0	0	0	0	0	0	0	0	0	0	0	
5D2eb	191	42.3209	42.4417	0.1236	0.53516	0.533999	0.0	22.98355	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	
5D4be	214	42.4452	42.4394	0.1133	0.53591	0.537005	0.0	23.06945	0.11085	0	0	0	0	0	0	0	0	0	0	0	0	
520041	520041	42.7222	42.4882	0.1521	0.545	0.544288	0.0	23.34415	0.1462	0	0	0	0	0	0	0	0	0	0	0	0	
4D4bq	46	42.2433	42.5022	0.1295	0.54891	0.549997	0.0	22.8926	0.1438	0	0	0	0	0	0	0	0	0	0	0	0	
50201	191	42.4899	42.5109	0.1478	0.5501	0.550025	0.0	23.1391	0.14355	0	0	0	0	0	0	0	0	0	0	0	0	
6D4bo	117	42.5056	42.5118	0.1199	0.55091	0.552002	0.0	23.16815	0.1249	0	0	0	0	0	0	0	0	0	0	0	0	
4D3hn	39	42.3348	42.5226	0.1204	0.55239	0.552001	0.0	22.98515	0.13425	0	0	0	0	0	0	0	0	0	0	0	0	
6D2ck	227	42.6173	42.5284	0.1207	0.55316	0.551995	0.0	23.2838	0.1242	0	0	0	0	0	0	0	0	0	0	0	0	
5D1ee	178	42.5838	42.5470	0.1265	0.55819	0.558997	0.0	23.2494	0.1349	0	0	0	0	0	0	0	0	0	0	0	0	
4D1hx	17	42.5181	42.5517	0.1199	0.5592	0.560004	0.0	23.1648	0.1335	0	0	0	0	0	0	0	0	0	0	0	0	
5D1kl	183	42.9632	42.5517	0.1368	0.5592	0.560006	0.0	23.6061	0.15165	0	0	0	0	0	0	0	0	0	0	0	0	
5D1cc	56	42.5773	42.5704	0.1099	0.5632	0.563999	0.0	23.2428	0.11755	0	0	0	0	0	0	0	0	0	0	0	0	
5D1dn	177	42.6201	42.5797	0.1288	0.5652	0.566004	0.0	23.2891	0.13595	0	0	0	0	0	0	0	0	0	0	0	0	
5D2dt	70	42.7231	42.6308	0.1278	0.57516	0.573995	0.0	23.38495	0.13845	0	0	0	0	0	0	0	0	0	0	0	0	
50203	22	42.6117	42.6321	0.1498	0.5761	0.576039	0.0	23.2359	0.14515	0	0	0	0	0	0	0	0	0	0	0	0	
6D3et	114	42.5882	42.6343	0.1205	0.57639	0.576002	0.0	23.2437	0.1229	0	0	0	0	0	0	0	0	0	0	0	0	
110721	110721	42.6231	42.6417	0.1644	0.5779	0.577308	0.0	23.2802	0.1624	0	0	0	0	0	0	0	0	0	0	0	0	
3D4gf	133	42.5729	42.6419	0.1330	0.57891	0.579997	0.0	23.2373	0.13895	0	0	0	0	0	0	0	0	0	0	0	0	
5D1dx	58	42.5621	42.6441	0.1156	0.57921	0.580004	0.0	23.22495	0.12065	0	0	0	0	0	0	0	0	0	0	0	0	
5D3jq	205	42.5158	42.6479	0.1120	0.57938	0.579000	0.0	23.1779	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	
5D3gp	81	42.7077	42.6525	0.1590	0.58038	0.579999	0.0	23.36785	0.1608	0	0	0	0	0	0	0	0	0	0	0	0	
3D1aw	121	42.8554	42.6530	0.1305	0.58119	0.581997	0.0	23.52355	0.1372	0	0	0	0	0	0	0	0	0	0	0	0	
4D1jg	19	42.6944	42.6630	0.1249	0.5834	0.584200	0.0	23.34385	0.1258	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ej	101	42.9396	42.6646	0.1229	0.58392	0.585005	0.0	23.6081	0.12955	0	0	0	0	0	0	0	0	0	0	0	0	
4D1kj	139	42.6059	42.6667	0.0972	0.58421	0.585003	0.0	23.2686	0.09915	0	0	0	0	0	0	0	0	0	0	0	0	
4D1sa	145	42.8014	42.6667	0.1374	0.58421	0.585003	0.0	23.46355	0.14025	0	0	0	0	0	0	0	0	0	0	0	0	
5D1hm	61	42.9294	42.6757	0.1270	0.58621	0.587002	0.0	23.5694	0.1417	0	0	0	0	0	0	0	0	0	0	0	0	
5D4bf	95	42.7773	42.6826	0.1315	0.58791	0.588995	0.0	23.44375	0.14055	0	0	0	0	0	0	0	0	0	0	0	0	
4D1oh	140	42.6397	42.6890	0.1269	0.5892	0.590005	0.0	23.30085	0.13005	0	0	0	0	0	0	0	0	0	0	0	0	
3D4gg	14	42.6680	42.6959	0.1576	0.59091	0.591996	0.0	23.3354	0.1666	0	0	0	0	0	0	0	0	0	0	0	0	
4D2mh	33	42.5834	42.7030	0.1172	0.59116	0.589999	0.0	23.2429	0.12625	0	0	0	0	0	0	0	0	0	0	0	0	
5D3lr	90	42.7487	42.7416	0.1407	0.60038	0.600004	0.0	23.4022	0.15455	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ef	220	42.9278	42.7533	0.1396	0.60392	0.605003	0.0	23.58805	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	
3D4dy	132	42.7280	42.7750	0.1256	0.60891	0.609996	0.0	23.3767	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	
5D2he	193	42.8812	42.7820	0.1352	0.60916	0.607997	0.0	23.5447	0.14865	0	0	0	0	0	0	0	0	0	0	0	0	
4D3do	36	42.8299	42.7853	0.1327	0.6104	0.610001	0.0	23.47615	0.1329	0	0	0	0	0	0	0	0	0	0	0	0	
4D4an	45	43.0720	42.7879	0.1498	0.61191	0.613000	0.0	23.7392	0.1593	0	0	0	0	0	0	0	0	0	0	0	0	
5D1ck	176	42.9108	42.8071	0.1293	0.6162	0.617005	0.0	23.56625	0.1433	0	0	0	0	0	0	0	0	0	0	0	0	
202	177	42.8682	42.8251	0.1217	0.6192	0.618034	0.0	23.4834	0.1156	0	0	0	0	0	0	0	0	0	0	0	0	
4D3co	34	42.8417	42.8282	0.1086	0.62039	0.620000	0.0	23.5114	0.1131	0	0	0	0	0	0	0	0	0	0	0	0	
4D2an	147	42.7473	42.8335	0.1582	0.62116	0.619997	0.0	23.4108	0.1628	0	0	0	0	0	0	0	0	0	0	0	0	
3D4dh	131	42.8005	42.8476	0.1275	0.62591	0.627002	0.0	23.46015	0.1303	0	0	0	0	0	0	0	0	0	0	0	0	
4D4fx	167	42.7438	42.8561	0.1295	0.62791	0.628997	0.0	23.4134	0.138	0	0	0	0	0	0	0	0	0	0	0	0	
160214	160214	42.6885	42.8701	0.1266	0.6304	0.630023	0.0	23.3169	0.11795	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ci	188	42.4933	42.8757	0.1607	0.63116	0.629999	0.0	23.1617	0.17705	0	0	0	0	0	0	0	0	0	0	0	0	
5D1cb	175	42.7419	42.8707	0.1325	0.6312	0.631997	0.0	23.4092	0.1432	0	0	0	0	0	0	0	0	0	0	0	0	
3D4at	128	42.9963	42.8770	0.1968	0.63291	0.633997	0.0	23.66065	0.20445	0	0	0	0	0	0	0	0	0	0	0	0	
4D1pu	143	42.7039	42.8999	0.2072	0.63821	0.639003	0.0	23.37	0.2329	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ag	213	42.8311	42.9020	0.1658	0.63892	0.640003	0.0	23.49005	0.184	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ec	72	42.9753	42.9173	0.1635	0.64116	0.639999	0.0	23.62155	0.1659	0	0	0	0	0	0	0	0	0	0	0	0	
4D3cy	154	42.9424	42.9244	0.1841	0.64339	0.642997	0.0	23.60755	0.1943	0	0	0	0	0	0	0	0	0	0	0	0	
5D3ax	197	42.9437	42.9244	0.1965	0.64339	0.643000	0.0	23.6045	0.2013	0	0	0	0	0	0	0	0	0	0	0	0	
5D3lb	89	42.9568	42.9408	0.1475	0.64739	0.647002	0.0	23.6259	0.1613	0	0	0	0	0	0	0	0	0	0	0	0	
5D3kt	207	42.8697	42.9449	0.1431	0.64839	0.648002	0.0	23.53665	0.159	0	0	0	0	0	0	0	0	0	0	0	0	
4D1sk	146	43.0841	42.9991	0.1621	0.66259	0.663397	0.0	23.74875	0.17955	0	0	0	0	0	0	0	0	0	0	0	0	
5D3hs	83	43.0159	43.0094	0.1628	0.66438	0.663998	0.0	23.6337	0.1611	0	0	0	0	0	0	0	0	0	0	0	0	
5D3mh	210	43.1160	43.0332	0.1623	0.67039	0.669999	0.0	23.78495	0.1775	0	0	0	0	0	0	0	0	0	0	0	0	
3D1co	3	43.3714	43.0608	0.1970	0.6782	0.678997	0.0	24.0377	0.2056	0	0	0	0	0	0	0	0	0	0	0	0	
5D2bt	66	42.9726	43.0776	0.1501	0.68116	0.679997	0.0	23.59755	0.1484	0	0	0	0	0	0	0	0	0	0	0	0	
6D3cc	110	43.2723	43.0842	0.2784	0.68339	0.682999	0.0	23.9441	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	
4D4ic	50	43.1723	43.0900	0.2205	0.68591	0.686995	0.0	23.844	0.2326	0	0	0	0	0	0	0	0	0	0	0	0	
5D1ke	63	42.9684	43.1035	0.1501	0.68921	0.690005	0.0	23.6132	0.1518	0	0	0	0	0	0	0	0	0	0	0	0	
6D3em	113	43.0993	43.1112	0.1637	0.69038	0.689995	0.0	23.7527	0.18375	0	0	0	0	0	0	0	0	0	0	0	0	
3D4cz	11	43.1373	43.1208	0.2382	0.69391	0.694998	0.0	23.79645	0.24445	0	0	0	0	0	0	0	0	0	0	0	0	
4D4ib	169	43.1499	43.1361	0.1626	0.69791	0.698997	0.0	23.78265	0.16195	0	0	0	0	0	0	0	0	0	0	0	0	
6D4ba	236	43.1432	43.1399	0.2161	0.69892	0.700004	0.0	23.7924	0.2171	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ck	69	43.2904	43.1468	0.2033	0.69916	0.697999	0.0	23.95255	0.2153	0	0	0	0	0	0	0	0	0	0	0	0	
5D4bj	96	43.1053	43.1437	0.1430	0.69992	0.701005	0.0	23.77905	0.15635	0	0	0	0	0	0	0	0	0	0	0	0	
5D4cq	217	43.2519	43.1437	0.1733	0.69992	0.701003	0.0	23.88895	0.1728	0	0	0	0	0	0	0	0	0	0	0	0	
4D2iu	31	43.0379	43.1544	0.2429	0.70116	0.699997	0.0	23.7115	0.26255	0	0	0	0	0	0	0	0	0	0	0	0	
5D2le	194	43.1656	43.1544	0.1561	0.70116	0.699995	0.0	23.8387	0.16475	0	0	0	0	0	0	0	0	0	0	0	0	
4D1si	26	43.0764	43.1493	0.1644	0.7012	0.702004	0.0	23.7492	0.1738	0	0	0	0	0	0	0	0	0	0	0	0	
4D4hu	49	43.2643	43.1513	0.1789	0.70191	0.702998	0.0	23.90875	0.1805	0	0	0	0	0	0	0	0	0	0	0	0	
5D3gv	201	43.1816	43.2057	0.1891	0.71538	0.715001	0.0	23.84395	0.19425	0	0	0	0	0	0	0	0	0	0	0	0	
5D3jh	204	43.0577	43.2169	0.1517	0.71839	0.717995	0.0	23.68915	0.15095	0	0	0	0	0	0	0	0	0	0	0	0	
4D1aj	134	43.1584	43.2204	0.1978	0.7202	0.720998	0.0	23.82525	0.2057	0	0	0	0	0	0	0	0	0	0	0	0	
6D3gh	115	43.2191	43.2243	0.1991	0.72039	0.719995	0.0	23.87645	0.2029	0	0	0	0	0	0	0	0	0	0	0	0	
5D4ev	102	43.3582	43.2223	0.1858	0.72091	0.721996	0.0	24.0226	0.19335	0	0	0	0	0	0	0	0	0	0	0	0	
6D3do	111	43.2410	43.2463	0.1595	0.72639	0.725997	0.0	23.90005	0.1628	0	0	0	0	0	0	0	0	0	0	0	0	
6D3bz	229	43.2216	43.2500	0.1975	0.72739	0.727000	0.0	23.8687	0.19785	0	0	0	0	0	0	0	0	0	0	0	0	
6D4bw	237	43.0954	43.2589	0.1797	0.73091	0.731997	0.0	23.7684	0.19115	0	0	0	0	0	0	0	0	0	0	0	0	
4D2gp	150	43.4214	43.2730	0.2447	0.73316	0.732001	0.0	24.04855	0.24055	0	0	0	0	0	0	0	0	0	0	0	0	
5D2fq	192	43.4326	43.2767	0.1756	0.73416	0.733001	0.0	24.09175	0.17825	0	0	0	0	0	0	0	0	0	0	0	0	
4D1pp	23	43.2050	43.2716	0.1556	0.7342	0.735002	0.0	23.8481	0.15575	0	0	0	0	0	0	0	0	0	0	0	0	
Frodo	19	43.0512	43.2766	0.1286	0.735	0.736202	0.0	23.70605	0.134	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ct	189	43.3592	43.2803	0.1940	0.73516	0.733995	0.0	24.02845	0.2108	0	0	0	0	0	0	0	0	0	0	0	0	
5D1eo	179	43.4102	43.2788	0.1877	0.7362	0.737002	0.0	24.06925	0.19205	0	0	0	0	0	0	0	0	0	0	0	0	
5D3jk	85	43.1412	43.2827	0.1409	0.7364	0.736003	0.0	23.77845	0.1399	0	0	0	0	0	0	0	0	0	0	0	0	
Rakke	31	43.1916	43.2947	0.1277	0.74	0.741202	0.0	23.8446	0.12605	0	0	0	0	0	0	0	0	0	0	0	0	
4D2ja	151	43.6603	43.3019	0.2259	0.74116	0.739999	0.0	24.26275	0.21515	0	0	0	0	0	0	0	0	0	0	0	0	
4D3fq	157	43.2586	43.3044	0.1937	0.7424	0.742000	0.0	23.92255	0.19885	0	0	0	0	0	0	0	0	0	0	0	0	
4D2kr	32	43.1348	43.3166	0.1596	0.74526	0.744096	0.0	23.8056	0.16465	0	0	0	0	0	0	0	0	0	0	0	0	
5D3jb	84	43.3458	43.3150	0.1508	0.74538	0.744999	0.0	24.00735	0.1527	0	0	0	0	0	0	0	0	0	0	0	0	
4D4im	52	43.1396	43.3272	0.1741	0.74991	0.751001	0.0	23.81055	0.18275	0	0	0	0	0	0	0	0	0	0	0	0	
4D3ks	40	43.0956	43.3328	0.1872	0.75039	0.750001	0.0	23.763	0.19155	0	0	0	0	0	0	0	0	0	0	0	0	
4D3oe	164	43.4360	43.3541	0.1678	0.75639	0.755999	0.0	24.03965	0.1583	0	0	0	0	0	0	0	0	0	0	0	0	
5D2nt	196	43.3860	43.3624	0.1460	0.75816	0.756997	0.0	24.0557	0.15165	0	0	0	0	0	0	0	0	0	0	0	0	
5D3mn	91	43.2617	43.3682	0.1468	0.76039	0.759994	0.0	23.92525	0.14995	0	0	0	0	0	0	0	0	0	0	0	0	
5D4cn	97	43.3835	43.3695	0.1540	0.76191	0.763000	0.0	24.05415	0.16035	0	0	0	0	0	0	0	0	0	0	0	0	
5D1if	181	43.3148	43.3713	0.1533	0.7622	0.763006	0.0	23.97575	0.15445	0	0	0	0	0	0	0	0	0	0	0	0	
4D1qd	24	43.4364	43.3853	0.1476	0.7662	0.766999	0.0	24.10805	0.1549	0	0	0	0	0	0	0	0	0	0	0	0	
5D3hh	202	43.5600	43.3891	0.1757	0.76639	0.766003	0.0	24.2307	0.1806	0	0	0	0	0	0	0	0	0	0	0	0	
4D1de	135	43.6055	43.3888	0.1628	0.7672	0.767998	0.0	24.24705	0.1593	0	0	0	0	0	0	0	0	0	0	0	0	
4D4id	170	43.7702	43.3904	0.1866	0.76791	0.769004	0.0	24.3849	0.17855	0	0	0	0	0	0	0	0	0	0	0	0	
4D1pc	141	43.5422	43.3957	0.1566	0.7692	0.769999	0.0	24.2078	0.16885	0	0	0	0	0	0	0	0	0	0	0	0	
5D4bi	215	43.5415	43.4112	0.1821	0.77391	0.774997	0.0	24.17605	0.17625	0	0	0	0	0	0	0	0	0	0	0	0	
4D1jd	138	43.4309	43.4233	0.1658	0.77721	0.778001	0.0	24.0942	0.17835	0	0	0	0	0	0	0	0	0	0	0	0	
5D4cs	98	43.4599	43.4624	0.1422	0.78891	0.790000	0.0	24.1069	0.13815	0	0	0	0	0	0	0	0	0	0	0	0	
3D4fd	13	43.5539	43.4657	0.1188	0.78991	0.791003	0.0	24.2188	0.11585	0	0	0	0	0	0	0	0	0	0	0	0	
4D1ks	20	43.1863	43.4911	0.1497	0.7972	0.798005	0.0	23.85445	0.1588	0	0	0	0	0	0	0	0	0	0	0	0	
3D1fq	5	43.7000	43.4978	0.1776	0.7992	0.799997	0.0	24.3605	0.17435	0	0	0	0	0	0	0	0	0	0	0	0	
5D3dh	200	43.1650	43.5049	0.1505	0.80039	0.800003	0.0	23.82255	0.1606	0	0	0	0	0	0	0	0	0	0	0	0	
5D3cx	199	43.3868	43.5215	0.1370	0.80538	0.804995	0.0	24.0139	0.1301	0	0	0	0	0	0	0	0	0	0	0	0	
5D3ha	82	43.4335	43.5215	0.1480	0.80538	0.804996	0.0	24.09575	0.1555	0	0	0	0	0	0	0	0	0	0	0	0	
5D4gw	104	43.5866	43.5226	0.1792	0.80691	0.808000	0.0	24.2544	0.1837	0	0	0	0	0	0	0	0	0	0	0	0	
5D4dy	100	43.9105	43.5293	0.1698	0.80892	0.810004	0.0	24.55735	0.16345	0	0	0	0	0	0	0	0	0	0	0	0	
4D4dm	166	43.5422	43.5325	0.1650	0.80991	0.811003	0.0	24.20795	0.1668	0	0	0	0	0	0	0	0	0	0	0	0	
4D3ny	44	43.4138	43.5381	0.1710	0.8104	0.810003	0.0	24.0795	0.17055	0	0	0	0	0	0	0	0	0	0	0	0	
4D3mk	161	43.6270	43.5479	0.1477	0.81338	0.812997	0.0	24.26675	0.14105	0	0	0	0	0	0	0	0	0	0	0	0	
4D3nc	162	43.6898	43.5611	0.1263	0.8174	0.816998	0.0	24.3431	0.12085	0	0	0	0	0	0	0	0	0	0	0	0	
6D2ce	107	43.4992	43.5754	0.1846	0.82116	0.819997	0.0	24.1676	0.18525	0	0	0	0	0	0	0	0	0	0	0	0	
4D3lu	41	43.6866	43.5773	0.1513	0.82238	0.821998	0.0	24.3356	0.14625	0	0	0	0	0	0	0	0	0	0	0	0	
5D1cl	57	43.7343	43.5962	0.1565	0.8292	0.830004	0.0	24.39785	0.1526	0	0	0	0	0	0	0	0	0	0	0	0	
4D2al	27	43.5032	43.6270	0.1866	0.83716	0.835995	0.0	24.1545	0.1807	0	0	0	0	0	0	0	0	0	0	0	0	
5D4fg	103	43.6753	43.6234	0.1491	0.83791	0.839001	0.0	24.3054	0.1427	0	0	0	0	0	0	0	0	0	0	0	0	
5D4hn	224	43.3540	43.6329	0.1471	0.84091	0.841999	0.0	24.0253	0.15175	0	0	0	0	0	0	0	0	0	0	0	0	
6D2ga	228	43.6667	43.6398	0.1913	0.84116	0.839999	0.0	24.3261	0.1858	0	0	0	0	0	0	0	0	0	0	0	0	
5D1az	55	43.5518	43.6346	0.1456	0.8412	0.842003	0.0	24.22255	0.1456	0	0	0	0	0	0	0	0	0	0	0	0	
6D4ce	118	43.6639	43.6582	0.1773	0.8489	0.849995	0.0	24.3105	0.16975	0	0	0	0	0	0	0	0	0	0	0	0	
4D1hy	137	43.6706	43.6600	0.1511	0.8492	0.850006	0.0	24.33175	0.14855	0	0	0	0	0	0	0	0	0	0	0	0	
